"collections_title","collections_url","collections_tags_media","collections_tags_subject","collections_description"
"Rare Book Selection","https://www.loc.gov/collections/rare-book-selections/about-this-collection/","","","The collections housed in The Rare Book and Special Collections Division amount to nearly 800\,000 books\, encompassing nearly all eras and subjects maintained in well over 100 separate collections. All of these collections offer scholarly documentation about the western and American traditions of life and learning. The Division’s collection of nearly 5\,700 incunabula (fifteenth-century imprints) is the largest such grouping in the Western Hemisphere...."
"Rhode Island Folklife Project Collection","https://www.loc.gov/collections/rhode-island-folklife-project/about-this-collection/","","","The Rhode Island Folklife Project collection resulted from a field survey project of the American Folklife Center\, Library of Congress\, conducted in cooperation with the Rhode Island Heritage Commission\, the Rhode Island Council on the Arts\, and the Rhode Island Historical Society from July 15 to December 31\, 1979. The collection consists of approximately six linear feet of manuscripts and ephemera\, 200 sound recordings\,..."
"Robert Lansing Papers","https://www.loc.gov/collections/robert-lansing-papers/about-this-collection/","","","The private memoranda\, desk diaries\, and notes\, 1915-1922\, of diplomat and lawyer Robert Lansing (1864-1928) consist of 22 volumes (3\,090 images) located in containers 63-67 of a larger collection of Lansing papers available for research use onsite in the Library of Congress Manuscript Reading Room. They were digitized from 3 reels of previously produced microfilm. The entire collection spans the years 1831-1935\, with the..."
"Rochambeau Map Collection","https://www.loc.gov/collections/rochambeau-maps/about-this-collection/","Media-Maps","War-AmericanRevolution","The collection consists of 40 manuscript and 26 printed maps\, and a manuscript atlas\, the originals of which are in the Library of Congress' Geography and Map Division. The Rochambeau Map Collection contains cartographic items used by Jean Baptiste Donatien de Vimeur\, comte de Rochambeau (1725-1807)\, when he was commander in chief of the French expeditionary army (1780-82) during the American Revolution. The maps..."
"The Roger Reynolds Collection","https://www.loc.gov/collections/roger-reynolds/about-this-collection/","","","Roger Reynolds' compositions incorporate elements of theater\, digital signal processing\, dance\, video\, and real-time computer spatialization\, in a signature multidimensionality of engagement. This Web site provides a glimpse into the process of this Pulitzer prizewinning American composer."
"Roman Totenberg Papers","https://www.loc.gov/collections/roman-totenberg-papers/about-this-collection/","","","The violinist Roman Totenberg enjoyed an extraordinarily long and varied career. Born on January 1\, 1911 in Łódź\, Poland\, he moved as a child with his family to Moscow where he first studied the violin and witnessed the Russian Revolution firsthand. He continued his studies in Warsaw as a teen\, followed by study with Carl Flesch in Berlin and Georges Enescu in Paris. Having..."
"Roman Totenberg Papers: Totenberg-Wilk Holocaust Material","https://www.loc.gov/collections/totenberg-wilk/about-this-collection/","","War-WW2","When Violinist Roman Totenberg immigrated to the United States in 1938\, antisemitism in Europe was not restricted solely to Nazi Germany\, but had spread across the continent and was pervasive in his native Poland. Even before September 1939\, Totenberg began efforts to secure family members’ safety in the face of seemingly inevitable cataclysm. His mother\, Stanislawa\, joined him in Paris in 1935 and remained..."
"Rosa Parks Papers","https://www.loc.gov/collections/rosa-parks-papers/about-this-collection/","Media-Photos","","The papers of Rosa Parks (1913-2005) span the years 1866-2006\, with the bulk of the material dating from 1955 to 2000.  The collection\, which contains approximately 7\,500 items in the Manuscript Division\, as well as 2\,500 photographs in the Prints and Photographs Division\, documents many aspects of Parks's private life and public activism on behalf of civil rights for African Americans. The collection is a..."
"Salmon P. Chase Papers","https://www.loc.gov/collections/salmon-p-chase-papers/about-this-collection/","","","The papers of Ohio governor\, Lincoln cabinet official\, and Supreme Court justice Salmon P. Chase (1808-1873) span the years 1755-1898\, with the bulk of the material originating between 1824 and 1872. They consist of approximately 12\,500 items\, most digitally scanned from 38 microfilm reels. The papers focus chiefly on Chase’s legal career\, activities as an abolitionist\, involvement in Ohio and national politics\, tenure as..."
"Samuel Barber at the Library of Congress","https://www.loc.gov/collections/samuel-barber-at-the-library-of-congress/about-this-collection/","","","The Library of Congress is the preeminent repository for manuscripts by American composer Samuel Barber (1910-1981)\, one of the most frequently performed and recorded American composers of the twentieth century. Numerous music manuscripts and printed scores by Barber\, as well as correspondence\, videos\, and sound recordings of his works can be found throughout the library’s collections. Many of his music manuscripts\, letters\, and performances..."
"Samuel F. B. Morse Papers at the Library of Congress\, 1793-1919","https://www.loc.gov/collections/samuel-morse-papers/about-this-collection/","Media-Maps","","Approximately 6\,500 items from the Samuel F. B. Morse Papers in the Manuscript Division at the Library of Congress have been digitized\, including correspondence\, diaries\, printed matter\, maps\, drawings and miscellany. These document Morse's invention of the electromagnetic telegraph\, his participation in the development of telegraph systems in the United States and abroad\, his career as a painter\, his family life\, his travels\, and..."
"Samuel J. Gibson Diary and Correspondence","https://www.loc.gov/collections/samuel-j-gibson-papers/about-this-collection/","","War-AmericanCivilWar","The papers of Union soldier Samuel J. Gibson (1833-1878) consist of a diary kept by Gibson in 1864 while serving with Company B\, 103rd Pennsylvania Infantry Regiment\, and a letter to his wife while held as a prisoner at Camp Sumter in Georgia\, the Confederate prisoner of war camp commonly known as Andersonville Prison. The diary documents the capture of the Federal garrison at..."
"Sanborn Maps","https://www.loc.gov/collections/sanborn-maps/about-this-collection/","Media-Maps","","The Sanborn Fire Insurance Maps Online Checklist provides a searchable database of the fire insurance maps published by the Sanborn Map Company housed in the collections of the Geography and Map Division. The online checklist is based upon the Library's 1981 publication Fire Insurance Maps in the Library of Congress and will be continually updated to reflect new acquisitions. Fire Insurance Maps in the..."
"Science Blogs Web Archive","https://www.loc.gov/collections/science-blogs-web-archive/about-this-collection/","","","Collection Period: January 1\, 2013 to ongoing The Science Blogs Web Archive provides resources for scholars and others conducting research on science writing\, research\, teaching and communication\, as well as scientific discourse in the United States. Science blogs are online journals or diaries and thus enhance the Library’s analog collection of science periodicals and manuscripts by providing content that reflects observations and understanding of..."
"Selected Digitized Books","https://www.loc.gov/collections/selected-digitized-books/about-this-collection/","","","This collection is made up of digital versions of books from the Library of Congress General Collections on a wide range of subjects. Most of the books in this collection were published in the United States before 1923 and are in English\, but there are some materials in foreign languages\, were published in other countries\, or by federal agencies. The collection features thousands of..."
"Selections from the Katherine Dunham Collection","https://www.loc.gov/collections/katherine-dunham/about-this-collection/","","","[Katherine Dunham\, dancer\, three-quarter length portrait] (top to bottom) Katherine Dunham as Woman with a Cigar from Tropics\, by Alfredo Valenti; Katherine Dunham in the 1940 Broadway hit production of Cabin in the Sky; Katherine Dunham in Le Jazz Hot\, originally presented in 1939; Katherine Dunham in a 1952 photograph of Floyd's Guitar Blues. This collection consists of moving image materials that document the..."
"Selections from the National Film Registry","https://www.loc.gov/collections/selections-from-the-national-film-registry/about-this-collection/","","","The National Film Registry is a list of movies deemed \"culturally\, historically or aesthetically significant\" that are earmarked for preservation by the Library of Congress. They are not selected as the \"best\" American films of all time\, but rather as works of enduring importance to American culture. They reflect who we are as a people and as a nation. The Librarian of Congress makes..."
"September 11\, 2001 Web Archive","https://www.loc.gov/collections/september-11-2001-web-archive/about-this-collection/","","","Collection Period: Collection Period: September 11\, 2001 to December 1\, 2001 and September 9\, 2002 to September 23\, 2002 The September 11\, 2001 Web Archive preserves the web expressions of individuals\, groups\, the press and institutions in the United States and from around the world in the aftermath of the attacks in the United States on September 11\, 2001. The selected websites are comprised..."
"September 11\, 2001\, Documentary Project","https://www.loc.gov/collections/september-11th-2001-documentary-project/about-this-collection/","","","Flight Attendant. Photo by David A. Taylor\, September 2001. September 11\, 2001\, Documentary Project Collection\, American Folklife Center\, Library of Congress The September 11\, 2001 Documentary Project captures the reactions\, eyewitness accounts\, and diverse opinions of Americans and others in the months that followed the terrorist attacks on the World Trade Center\, the Pentagon\, and United Airlines Flight 93. Patriotism and unity mixed with..."
"Show Music on Record","https://www.loc.gov/collections/show-music-on-record/about-this-collection/","","","The recordings listed come from various commercial sound media\, from cylinders to CDs and from the 1890s to 2010\, including songs from American shows (and of foreign shows that played in America) as performed by members of original\, revival\, and studio casts. Included are shows produced for the American stage\, screen\, and television\, as well as foreign musical films that played in America. It..."
"Sigmund Freud Papers","https://www.loc.gov/collections/sigmund-freud-papers/about-this-collection/","","","Digitization of this collection was made possible by The Polonsky Foundation. The papers of psychoanalyst Sigmund Freud (1856-1939) span the years from about the 6th century B.C.E. (a small Greek statue) to 1998\, with the bulk of material dating from 1871 to 1939. The digitized collection documents Freud's founding of psychoanalysis\, the maturation of psychoanalytic theory\, the refinement of its clinical technique\, and the..."
"Sikkim Photos (Kandell Collection)","https://www.loc.gov/collections/sikkim-photos/about-this-collection/","Media-Photos","","This selection of 300 images portrays the people and landscape of a kingdom high in the Himalaya Mountains. Sikkim\, now part of India\, borders on Tibet\, Nepal\, and Bhutan. Dr. Kandell captured these vivid scenes in order to document a vanishing culture. During visits between 1965 and 1979 (primarily 1965-1971)\, Dr. Kandell received special permission to photograph Buddhist monks and lamas\, ceremonial dances\, and..."
"Sir Francis Drake (Kraus Collection)","https://international.loc.gov/intldl/drakehtml/rbdkhome.html","","","Sir Francis Drake Sir Francis Drake's accomplishments as an explorer and naval strategist were unparalleled. His most notable feat was circumnavigating the earth from 1577-80\, the first such voyage since Magellan's in 1522 and the only one up to that time captained by the same man from start to finish. Drake's expeditions to the Caribbean and the Pacific\, undertaken during the circumnavigation and in..."
"Slaves and the Courts\, 1740-1860","https://www.loc.gov/collections/slaves-and-the-courts-from-1740-to-1860/about-this-collection/","","","This collection consists of 105 library books and manuscripts\, totalling approximately 8\,700 pages drawn principally from the Law Library and the Rare Book and Special Collections Division of the Library of Congress\, with a few from the General Collections. The selection was guided in large part by the entries in Slavery in the Courtroom: An Annotated Bibliography of American Cases by Paul Finkelman (Washington\,..."
"Small Press Expo Comic and Comic Art Web Archive","https://www.loc.gov/collections/small-press-expo-comic-and-comic-art-web-archive/about-this-collection/","","","Collection Period: August 9\, 2011 to ongoing. The Small Press Expo (SPX) is a registered 501(c)(3) nonprofit created in 1994 to promote artists and publishers who produce independent comics. SPX hosts an annual festival that provides a forum for artists\, writers and publishers of comic art in its various forms to present to the public comic art not accessible through normal commercial channels. The..."
"South Central Georgia Folklife Project Collection","https://www.loc.gov/collections/south-central-georgia-folklife-project/about-this-collection/","","","The South-Central Georgia Folklife Project collection resulted from an ethnographic field project conducted in the summer of 1977 by the American Folklife Center of the Library of Congress and the Arts Experiment Station of Abraham Baldwin Agricultural College in Tifton\, Georgia. The eight-county area chosen for the study is in the center of the \"Wiregrass\" region of Georgia. The collection consists of approximately 376..."
"Southern Mosaic: The John and Ruby Lomax 1939 Southern States Recording Trip","https://www.loc.gov/collections/john-and-ruby-lomax/about-this-collection/","","","This recording trip is an ethnographic field collection that includes nearly 700 sound recordings\, as well as fieldnotes\, dust jackets\, and other manuscripts documenting a three-month\, 6\,502-mile trip through the southern United States. Beginning in Port Aransas\, Texas\, on March 31\, 1939\, and ending at the Library of Congress on June 14\, 1939\, John Avery Lomax\, Honorary Consultant and Curator of the Archive of..."
"The Spalding Base Ball Guides\, 1889-1939","https://www.loc.gov/collections/spalding-base-ball-guides/about-this-collection/","","","Spalding Base Ball Guides\, 1889-1939 comprises a historic selection of Spalding’s Official Base Ball Guide and the Official Indoor Base Ball Guide. The collection reproduces 35 of the guides\, which were published by the Spalding Athletic Company in the late nineteenth and early twentieth centuries. Spalding’s Official Base Ball Guide was perhaps the premier publication of its day for the game of baseball. It..."
"Spanish Legal Documents (15th-19th Centuries)","https://www.loc.gov/collections/spanish-legal-documents-15th-to-19th-centuries/about-this-collection/","","","The Library of Congress purchased this collection now described as Spanish Legal Documents (15th-19th Centuries) in 1941 and it was microfilmed in 1983 and 1984. They were primarily issued individually in sections\, which varied from 1 to 6 folios; the majority of the documents were printed using handset type on handmade paper which is in exceptionally good condition. The purchase order was described as..."
"The Spanish-American War in Motion Pictures","https://www.loc.gov/collections/spanish-american-war-in-motion-pictures/about-this-collection/","","War-SpanishAmericanWar","This presentation features 68 motion pictures\, produced between 1898 and 1901\, of the Spanish-American War and the subsequent Philippine Revolution. The Spanish-American War was the first U.S. war in which the motion picture camera played a role. These films were made by the Edison Manufacturing Company and the American Mutoscope & Biograph Company and consist of actualities filmed in the U.S.\, Cuba\, and the..."
"Sports Byline","https://www.loc.gov/collections/sports-byline/about-this-collection/","","","Since 1988\, the Sports Byline USA radio series has regularly presented interviews with notable figures from the world of sports. To this point\, they have aired over 6\,400 such interviews with athletes\, coaches\, trainers\, managers\, owners\, writers and others in the areas of baseball\, football\, basketball\, hockey\, soccer\, tennis\, golf\, track and field and other sports. The interviews form an invaluable archive of the..."
"Sri Lankan Presidential and General Elections 2010 Web Archive","https://www.loc.gov/collections/sri-lankan-presidential-and-general-elections-2010-web-archive/about-this-collection/","","","Collection Period: December 2009 to September 2010. After three decades of ethnic war\, the Liberation Tigers of Tamil Eelam (LTTE) were defeated under President Rajapaksa and the United People’s Freedom Alliance’s (UPFA) government. In November 2009\, President Rajapaksa completed four years in office. One presidential term in Sri Lanka is six years\, yet presidential elections can be held after the completion of four years..."
"Stars and Stripes: The American Soldiers' Newspaper of World War I\, 1918-1919","https://www.loc.gov/collections/stars-and-stripes/about-this-collection/","","War-WW1","This online collection includes the complete seventy-one-week run of The Stars and Stripes World War I edition. The Stars and Stripes was published in France by the American Expeditionary Forces (AEF) of the United States Army from February 8\, 1918\, to June 13\, 1919."
"Stereograph Cards","https://www.loc.gov/collections/stereograph-cards/about-this-collection/","Media-Photos","","Over 8\,000 stereographs available online\, representing roughly 15 percent of the 52\,000 stereographs produced from the 1850s to the 1940s\, with the bulk of the collection dating between 1870 and 1920. The online images feature cities and towns around the world\, expeditions and expositions\, industries\, disasters\, and portraits of Native Americans\, presidents\, and celebrities. in the Prints & Photographs Division's organized holdings. The online..."
"Susan B. Anthony Papers","https://www.loc.gov/collections/susan-b-anthony-papers/about-this-collection/","","","The papers of reformer and suffragist Susan B. Anthony (1820-1906) span the period 1846-1934 with the bulk of the material dating from 1846 to 1906. The collection\, consisting of approximately 500 items (6\,265 images) on seven recently digitized microfilm reels\, includes correspondence\, diaries\, a daybook\, scrapbooks\, speeches\, and miscellaneous items. Donated by her niece\, Lucy E. Anthony\, the papers relate to Susan B. Anthony's..."
"Tending the Commons: Folklife and Landscape in Southern West Virginia","https://www.loc.gov/collections/folklife-and-landscape-in-southern-west-virginia/about-this-collection/","","","This collection presents 718 excerpts of sound recordings\, 1\,256 photographs\, and 10 manuscripts from the American Folklife Center's Coal River Folklife Project Collection. The project documented traditional uses of the mountains in the Big Coal River Valley of southern West Virginia\, and explored the cultural dimensions of ecological crisis from 1992 to 1999. There are extensive interviews with local residents on the seasonal harvesting..."
"Thaddeus Stevens Papers","https://www.loc.gov/collections/thaddeus-stevens-papers/about-this-collection/","","","The papers of lawyer and United States representative from Pennsylvania Thaddeus Stevens (1792-1868) consist of 4\,750 items (7\,769 images) in eight containers and one oversize folder. The material spans the years 1811-1927\, with the bulk of the collection dating from 1850 to 1868. The collection consists principally of correspondence supplemented by speeches\, legal\, business\, and financial records\, biographical material\, printed matter\, and other papers..."
"Thai General Election 2011 Web Archive","https://www.loc.gov/collections/thai-general-election-2011-web-archive/about-this-collection/","","","Collection Period: June 2011 to December 2011. Following months of political unrest and division led by the United Front for Democracy Against Dictatorship (UDD or \"Red Shirts\")\, Prime Minister Abhisit Vejjajiva announced dissolution of parliament with general elections on July 3\, 2011.The populist party\, Pheu Thai Party\, won in a landslide electing its leader\, Yingluck Shinawatra\, Thailand&apos;s first female Prime Minister and sister to..."
"Theodore Roosevelt Papers","https://www.loc.gov/collections/theodore-roosevelt-papers/about-this-collection/","","","The papers of Theodore Roosevelt (1858-1919)\, public official\, author\, decorated veteran of the Spanish-American War\, governor of New York\, and president of the United States (1901-1909)\, consist of approximately 276\,000 documents (roughly 461\,000 images)\, most of which were digitized from 485 reels of previously reproduced microfilm. Held in the Library of Congress Manuscript Division\, these papers constitute the largest collection of original Roosevelt documents..."
"Theodore Roosevelt: His Life and Times on Film","https://www.loc.gov/collections/theodore-roosevelt-films/about-this-collection/","","","Consisting of 104 motion pictures and four sound recordings\, the majority of the motion pictures (87) are from the Theodore Roosevelt Association Collection in the Motion Picture\, Broadcasting and Recorded Sound Division (M/B/RS) at the Library of Congress. Founded in 1919\, the Theodore Roosevelt Association was organized to perpetuate the legacy of Theodore Roosevelt. As part of its mission\, it amassed a collection of..."
"Thomas Biggs Harned Collection of Walt Whitman Papers","https://www.loc.gov/collections/harned-whitman-collection/about-this-collection/","","","The Thomas Biggs Harned Collection of Walt Whitman Papers consists of approximately 3\,000 items (4\,126 images) spanning the period 1842-1937\, with most of the items dated from 1855\, when Whitman first published the poem Leaves of Grass\, to his death at age seventy-three in 1892. Harned\, an attorney and one of Whitman’s three literary executors\, donated his collection to the Library of Congress in 1918. ..."
"Thomas Jefferson Papers\, 1606-1827","https://www.loc.gov/collections/thomas-jefferson-papers/about-this-collection/","","","The papers of Thomas Jefferson (1743-1826)\, diplomat\, architect\, scientist\, and third president of the United States\, held in the Library of Congress Manuscript Division\, consist of approximately 27\,000 items\, making it the largest collection of original Jefferson documents in the world. Dating from the early 1760s through his death in 1826\, the Thomas Jefferson Papers consist mainly of his correspondence\, but they also include..."
"Tibetan Oral History Archive Project","https://www.loc.gov/collections/tibetan-oral-history-project/about-this-collection/","","","The Tibetan Oral History and Archive Project (TOHAP) is a digital online web archive of oral history interviews in Tibetan and Chinese with accompanying written transcripts (in English) that documents the social and political history of modern Tibet. The interview tapes can be listened to simultaneous with reading the transcripts. The translations were made in a literal style to retain a flavor of the..."
"Timor Leste 2010-2011 Web Archive","https://www.loc.gov/collections/timor-leste-2010-2011-web-archive/about-this-collection/","","","Collection Period: January 12\, 2010 to February 16\, 2011. The Timor Leste Web Archive is a selection of websites about the emergence of Timor Leste as an independent country following independence\, declared in 2002. Many of the websites contain information about the move to independence\, the struggle for self-determination\, and post-independence developments."
"Tissandier Collection","https://www.loc.gov/collections/tissandier/about-this-collection/","","","The Tissandier Collection contains approximately 975 items documenting the early history of aeronautics with an emphasis on balloon flight in France and other European countries. Subjects include general and technical images of balloons\, airships\, and flying machines; portraits of famous balloonists; views of numerous ascensions\, accidents\, and world's fairs; cartoons featuring balloon themes; pictorial and textual broadsides; and colorful ephemera and poster advertisements. There..."
"Today in History","https://www.loc.gov/collections/today-in-history/about-this-collection/","","","Today in History is a Library of Congress presentation of historic events illuminated by items from the Library’s Digital Collections. This feature premiered in April\, 1997 to highlight items from the Library’s groundbreaking American Memory digital collections (1994-2016). The essays were written by American Memory Program Staff\, and are fact-checked and updated by reference staff from the Library’s Humanities & Social Sciences Division. Each..."
"Traditional Music and Spoken Word","https://lcweb2.loc.gov/diglib/ihas/html/afccards/afccards-home.html","","","The audio recordings represented in the catalog were recorded between 1897 and 1962. The majority of these are lacquer and aluminum-based instantaneous disc recordings made between 1933 and 1950. The handful of collections that fall outside this date range is described at the end of this page. The card catalog represented in this online database was first created by Work Projects Administration (WPA) workers..."
"Transit of Venus March","https://www.loc.gov/collections/transit-of-venus-march/about-this-collection/","","","Transit of Venus The Library of Congress joins with NASA in celebrating the second \"transit of Venus\" since December 6\, 1882\, by providing access to the score and band parts of John Philip Sousa's \"Transit of Venus March.\" In addition to the score and parts\, which can be printed directly from this Web site\, we also provide a recording\, additional sheet music\, and other..."
"Transportation and Communication","https://www.loc.gov/collections/transportation-and-communication/about-this-collection/","Media-Maps","","These maps document the development and status of transportation and communication systems on the national\, state\, and local level. Transportation maps can depict canal and river systems\, cycling routes \, railway lines and systems\, roads and road networks\, and traffic patterns. Communication maps illustrate the location and distribution of telegraph routes\, telephone systems and radio coverage."
"U.S. Code","https://www.loc.gov/collections/united-states-code/about-this-collection/","","","The United States Code-- is a compilation of federal statutory law arranged by subject by the House Office of Law Revision Council. Each title in the United States Code corresponds to a subject. For example\, title 18 concerns crimes and criminal procedure. 18 U.S.C. § 1 is an example a citation in the Code. 18 indicates the title\, U.S.C. is an abbreviation for the..."
"U.S. Reports","https://www.loc.gov/collections/united-states-reports/about-this-collection/","","","United States Reports is a series of bound case reporters that are the official reports of decisions for the United States Supreme Court. A citation to a United States Supreme Court decisions includes three elements that are needed to retrieve a case. For example\, Chevron U.S.A.\, Inc. v. Natural Resources Defense Council\, Inc.\, 467 U.S. 837 (1984). 467 indicates the volume in which the..."
"Ulysses S. Grant Papers","https://www.loc.gov/collections/ulysses-s-grant-papers/about-this-collection/","","","The papers of Ulysses S. Grant (1822-1885)\, army officer and eighteenth president of the United States\, contain approximately 50\,000 items dating from 1819-1974\, with the bulk falling in the period 1843-1885. They include general and family correspondence\, speeches\, writings\, reports\, messages\, military records\, financial and legal records\, newspaper clippings\, scrapbooks\, memorabilia\, and other papers. The collection relates to Grant's service in the Mexican War..."
"United States Congressional Web Archive","https://www.loc.gov/collections/united-states-congressional-web-archive/about-this-collection/","","","Collection Period: December 12\, 2002 to ongoing. The United States Congressional Web Archive includes member websites from the House of Representatives and Senate\, as well as House and Senate Committee websites. The Library began actively collecting during the 107th Congress\, and we continue to collect member and committee websites on an ongoing basis and release new content. Some earlier content from the 104th through..."
"United States Elections Web Archive","https://www.loc.gov/collections/united-states-elections-web-archive/about-this-collection/","","","Collection Period: August 1\, 2000 to ongoing. The United States Elections Web Archive includes campaign sites archived weekly during the election seasons since 2000\, documenting sites associated with presidential\, congressional\, and gubernatorial elections. The collection includes official campaign sites from general elections\, special elections\, and off-year elections. The sites archived in this collection typically include social media channels as well\, in order to provide..."
"Van Vechten Collection","https://www.loc.gov/collections/van-vechten/about-this-collection/","Media-Photos","","Comprised of 1\,395 photographs taken by American photographer Carl Van Vechten (1880-1964) between 1932 and 1964\, the bulk of the collection consists of portrait photographs of celebrities\, including many figures from the Harlem Renaissance. A much smaller portion of the collection is an assortment of American landscapes. Background and Scope The Carl Van Vechten photographs form two lots in the Prints and Photographs Division\,..."
"Variety Stage Sound Recordings and Motion Pictures","https://www.loc.gov/collections/variety-stage-sound-recordings-and-motion-pictures/about-this-collection/","","","The 61 motion pictures in the Variety Stage Sound Recordings and Motion Pictures include animal acts\, burlesque\, dance\, comic sketches\, dramatic excerpts\, dramatic sketches\, physical culture acts\, and tableaus. The films represented date from copyrights of 1897 to 1920; the majority are drawn from the Library's extensive Paper Print Collection. The remaining films were produced by Hans A. Spanuth in Chicago from 1919 to..."
"Veterans History Project","https://www.loc.gov/vets/","","War-General","Experience first-person stories of wartime service through personal artifacts\, audio and video interviews."
"Vietnam-Era Prisoner-of-War/Missing-in-Action Database","https://www.loc.gov/collections/vietnam-era-pow-mia-database/about-this-collection/","","War-VietnamWar","This database of over 160\,000 records is designed to assist researchers in accessing U.S. Government documents pertaining to U.S. unaccounted-for military personnel from the Vietnam conflict as of December 1991. The title of this collection is \"Correlated and Uncorrelated Information Relating to Missing Americans in Southeast Asia.\" The U.S. Department of Defense\, Defense POW/Missing Personnel Office (DPMO) declassifies these documents and releases them to..."
"Vietnamese General Election 2011 Web Archive","https://www.loc.gov/collections/vietnamese-general-election-2011-web-archive/about-this-collection/","","","Collection Period: July 2011 to December 2011. Elections in this single-party country provide opportunity to understand upcoming leaders and changes in overall development direction. The ruling Communist Party held its National Assembly elections on May 22\, 2011. A few candidates who ran as independents were elected. The candidates elected to the National Assembly then elected the President on July 25\, 2011. The entire 14-member..."
"Visual Image Web Archive","https://www.loc.gov/collections/visual-image-web-archive/about-this-collection/","","","Collection Period: April 5\, 2006 to November 30\, 2006. Like books and magazines in the Library's general collections\, this set of websites complements the original and historical visual material held in the Prints & Photographs Division. Included are sites for photographers and cartoonists represented in P&P (e.g.\, Kuper\, Prokudin-Gorskii\, Rogovin\, and Telnaes). Also\, websites for new digital image formats (e.g.\, Wrist photography\, Reicholdarts cell..."
"Voices from the Dust Bowl: the Charles L. Todd and Robert Sonkin Migrant Worker Collection\, 1940-1941","https://www.loc.gov/collections/todd-and-sonkin-migrant-workers-from-1940-to-1941/about-this-collection/","","","Voices from the Dust Bowl: The Charles L. Todd and Robert Sonkin Migrant Worker Collection is an online presentation of selections from a multi-format ethnographic field collection documenting the everyday life of residents of Farm Security Administration (FSA) migrant work camps in central California in 1940 and 1941. The collection as a whole consists of approximately 18 hours of audio recordings (436 titles on..."
"Voices Remembering Slavery: Freed People Tell Their Stories","https://www.loc.gov/collections/voices-remembering-slavery/about-this-collection/","","","The recordings of former slaves in Voices Remembering Slavery: Freed People Tell Their Stories took place between 1932 and 1975 in nine states. Twenty-three interviewees discuss how they felt about slavery\, slaveholders\, coercion of slaves\, their families\, and freedom. Several individuals sing songs\, many of which were learned during the time of their enslavement. It is important to note that all of the interviewees..."
"Walt Whitman Papers (Miscellaneous Manuscript Collection)","https://www.loc.gov/collections/walt-whitman-papers-mmc/about-this-collection/","","","This small collection of papers (about 150 items; 1\,200 images) of poet Walt Whitman (1819-1892) spans the years 1837-1957 with the bulk concentrated in the period 1840-1891. Included are examples of the poet’s original correspondence and literary manuscripts\, photocopies and transcripts of similar Whitman material\, and printed matter and miscellaneous items relating to Whitman. Known as the Walt Whitman Papers Miscellaneous Manuscript Collection (MMC)\,..."
"Walt Whitman Papers in the Charles E. Feinberg Collection","https://www.loc.gov/collections/feinberg-whitman/about-this-collection/","","","The papers of poet Walt Whitman (1819-1892) in the Charles E. Feinberg Collection consist of approximately 28\,000 items spanning from 1763 to 1985. The bulk of the items date from the 1840s through Whitman's death in 1892\, and into the twentieth century. The collection of correspondence\, literary manuscripts\, books\, proofs\, and associated items represent periods of Whitman's life from his early time living in..."
"Warren G. Harding-Carrie Fulton Phillips Correspondence","https://www.loc.gov/collections/warren-harding-carrie-fulton-phillips-correspondence/about-this-collection/","","","This correspondence (240 items; 1910-1924) consists primarily of letters written by President Harding (1865-1923)\, before and during his tenure as a U.S. senator\, to his paramour Carrie Fulton Phillips (1873-1960)\, wife of a Marion\, Ohio\, store owner. Also included are drafts and notes for correspondence written by Phillips during her approximately fifteen-year relationship with Harding\, as well as a handful of other related items...."
"Washington During the Civil War: The Diary of Horatio Nelson Taft\, 1861-1865","https://www.loc.gov/collections/diary-of-horatio-taft/about-this-collection/","","War-AmericanCivilWar","This collection represents three manuscript volumes that document daily life in Washington\, D.C.\, through the eyes of U.S. Patent Office examiner Horatio Nelson Taft (1806-1888)\, including Taft's connection with Abraham Lincoln and his family. Of special interest is Taft's description of Lincoln's assassination\, based on the accounts of his friends and his son\, who was one of the attending physicians at Ford's Theatre the..."
"Web Cultures Web Archive","https://www.loc.gov/collections/web-cultures-web-archive/about-this-collection/","","","Collection Period: April 14\, 2014 to ongoing. The Web Cultures Web Archive includes sites documenting the creation and sharing of emergent cultural traditions on the web. The mission of the American Folklife Center is to document traditional cultural forms and practices\, and the proliferation of smart phones\, tablets\, and wireless Internet connections has positioned networked communication as a space where people increasingly develop and..."
"Webcomics Web Archive","https://www.loc.gov/collections/webcomics-web-archive/about-this-collection/","","","Collection Period: June 4\, 2014 to ongoing. This collection focuses on comics created specifically for the web and supplements the Library of Congress’ extensive holdings in both comic books\, graphic novels\, and original comic art. Webcomics are an increasingly popular format utilized by contemporary creators in the field and often includes material by artists not available elsewhere. Webcomics selected for this collection include award-winning..."
"Wilbur and Orville Wright Papers at the Library of Congress","https://www.loc.gov/collections/wilbur-and-orville-wright-papers/about-this-collection/","","","This selection of Wilbur and Orville Wright’s papers at the Library of Congress comprises about 10\,121 items (approximately 49\,084 digital images) documenting the lives of the Wright brothers and their pioneering work leading to the world's first powered\, controlled and sustained flight. Included in the collection are diaries and notebooks\, correspondence\, scrapbooks\, drawings\, printed matter\, and other documents\, largely from 1900 to 1940\, as..."
